id,offerer,recipient,price,transactionHash,blockTimestamp,price_eth
0x00004b36cc94d9c9c89ffe32d64a1f62f731f7dd959a709d0be26c962548994e-83,0xe99b4bd28da4b4854a60eecf83e66fe2e120efde,0x0a0a4c85dbf3fbafeca234e9357d3b0025860e29,8325000000000000.0,0x00004b36cc94d9c9c89ffe32d64a1f62f731f7dd959a709d0be26c962548994e,2022-12-27 14:27:11,0.008325
0x00004c762cf346298bf53009e244a5ab1934adf0a6cf842e5018aaa7633cf864-556,0x17553ae6ee2c014f340bd89cf120572a5aba4fb2,0x23318cbe986c07eaffaf969020d7f4671a39e98d,1.0,0x00004c762cf346298bf53009e244a5ab1934adf0a6cf842e5018aaa7633cf864,2022-07-09 20:16:36,1e-18
0x00004ed0336507074948d077a3ae9775ebe8255dda1a44e6f1ebd018a33620ae-120,0xef34bad017005a5387b592e9fdf3fe124d01233c,0xc050e9a0e5034f6319e89804b998bae10b520b8e,7605000000000000.0,0x00004ed0336507074948d077a3ae9775ebe8255dda1a44e6f1ebd018a33620ae,2022-07-09 12:15:49,0.007605
0x000050f3884872c068c5312e0cb1c46754d9168ecccde44ae357f619f32d073f-56,0xea006c58de7bf54ac696cdcc81d77142bc43ca75,0xb085030e936a9d564f4f159f390e1bc2b4473804,7.8e+16,0x000050f3884872c068c5312e0cb1c46754d9168ecccde44ae357f619f32d073f,2022-09-09 18:28:04,0.078
0x000054b06954cb599e4499c18385999a48182fb6fdfeee35affc2b1b18f7d82e-191,0x7db36ec0251930c590cf239dc55c9946988fb0a7,0x2cd88a9ca10175c00cab95bc075d274fa2af9542,3900000000000000.0,0x000054b06954cb599e4499c18385999a48182fb6fdfeee35affc2b1b18f7d82e,2023-01-09 11:25:11,0.0039
0x000056aa638c22992c44670836f9814b60e170a9fe8b49c335e3c6bc33743504-189,0x2a878245b52a2d46cb4327541cbc96e403a84791,0x9a49917d045b88dbe11c6c3eea2cd30fae224055,7199991000000000.0,0x000056aa638c22992c44670836f9814b60e170a9fe8b49c335e3c6bc33743504,2022-12-28 19:31:11,0.007199991
0x0000572decf0eb2eb0f9603168187139d93735b7adf13c41061cf095fba4317d-23,0xbaea6ef667dc7145050047767a449efff113b6af,0x6fc191079f394ee99bac7cb737aaed929e9e2782,1.0,0x0000572decf0eb2eb0f9603168187139d93735b7adf13c41061cf095fba4317d,2022-11-07 03:27:23,1e-18
0x00005dd044fc8fb9c2760abe8db729fdbc8137b48b4e5101c9194879af86f525-404,0xe65fb61502c4fe27d1f42146a4dbbde065a7c1bb,0x56be13e8ae76c013e29a9da6ec024bb3ad7a6cb2,7.8625e+16,0x00005dd044fc8fb9c2760abe8db729fdbc8137b48b4e5101c9194879af86f525,2022-10-07 22:00:35,0.078625
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-145,0x566cdc799ef1637a8b31ad3066f901bdc2095205,0x3994077961e621bca7ff2c60d29c3a7f9ca91523,2450000000000000.0,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,2022-10-22 07:36:59,0.00245
0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38-146,0x566cdc799ef1637a8b31ad3066f901bdc2095205,0x3994077961e621bca7ff2c60d29c3a7f9ca91523,2450000000000000.0,0x00005f58b55e8e440adac38608b57897ffe0d3f646645aa6f120af0e15374f38,2022-10-22 07:36:59,0.00245
